Most common words,B1 relative frequency,B2 relative frequency,Differences in relative frequency
_medresseh_,0.0,0.00029094036987375717,0.00029094036987375717
pious,0.0,0.00029094036987375717,0.00029094036987375717
140,0.0,0.00029094036987375717,0.00029094036987375717
inscriptions,0.0,0.00029094036987375717,0.00029094036987375717
bazaar,0.0,0.00029094036987375717,0.00029094036987375717
row,0.0,0.00029094036987375717,0.00029094036987375717
tents,0.0,0.00029094036987375717,0.00029094036987375717
palaces,0.0,0.00029094036987375717,0.00029094036987375717
earlier,3.795930762222897e-05,0.0003288891137703342,0.00029092980614810524
iv,0.00011387792286668691,0.00040478660156348823,0.00029090867869680133
french,0.00011387792286668691,0.00040478660156348823,0.00029090867869680133
emperor,0.0001518372304889159,0.00044273534546006527,0.0002908981149711494
reason,0.0001518372304889159,0.00044273534546006527,0.0002908981149711494
rome,0.00022775584573337383,0.0005186328332532193,0.00029087698751984554
greater,0.0002657151533556028,0.0005565815771497964,0.00029086642379419356
makes,0.0005314303067112056,0.00025299162597718013,0.0002784386807340255
58,0.0,0.0002782907885748982,0.0002782907885748982
ibrahim,0.0,0.0002782907885748982,0.0002782907885748982
130,0.0,0.0002782907885748982,0.0002782907885748982
byzantium,0.0,0.0002782907885748982,0.0002782907885748982
decoration,0.0,0.0002782907885748982,0.0002782907885748982
meantime,0.0,0.0002782907885748982,0.0002782907885748982
persians,0.0,0.0002782907885748982,0.0002782907885748982
parliament,0.0,0.0002782907885748982,0.0002782907885748982
kahrieh,0.0,0.0002782907885748982,0.0002782907885748982
bay,0.0,0.0002782907885748982,0.0002782907885748982
revolution,0.0,0.0002782907885748982,0.0002782907885748982
holidays,0.0,0.0002782907885748982,0.0002782907885748982
otherwise,3.795930762222897e-05,0.0003162395324714752,0.0002782802248492462
rose,3.795930762222897e-05,0.0003162395324714752,0.0002782802248492462
prince,3.795930762222897e-05,0.0003162395324714752,0.0002782802248492462
foreign,7.591861524445795e-05,0.0003541882763680522,0.0002782696611235943
knew,0.00022775584573337383,0.0005059832519543603,0.00027822740622098646
though,0.0006832675372001215,0.0009613681787132846,0.0002781006415131631
end,0.0006832675372001215,0.0009613681787132846,0.0002781006415131631
found,0.0006832675372001215,0.0009613681787132846,0.0002781006415131631
march,0.0,0.00026564120727603916,0.00026564120727603916
doors,0.0,0.00026564120727603916,0.00026564120727603916
harbour,0.0,0.00026564120727603916,0.00026564120727603916
143,0.0,0.00026564120727603916,0.00026564120727603916
sokollî,0.0,0.00026564120727603916,0.00026564120727603916
museum,0.0,0.00026564120727603916,0.00026564120727603916
levant,0.0,0.00026564120727603916,0.00026564120727603916
yîldîz,0.0,0.00026564120727603916,0.00026564120727603916
hyacinth,0.0,0.00026564120727603916,0.00026564120727603916
arabic,0.0,0.00026564120727603916,0.00026564120727603916
dancing,0.0,0.00026564120727603916,0.00026564120727603916
tile,0.0,0.00026564120727603916,0.00026564120727603916
stefano,0.0,0.00026564120727603916,0.00026564120727603916
85,0.0,0.00026564120727603916,0.00026564120727603916
macedonian,0.0,0.00026564120727603916,0.00026564120727603916
army,3.795930762222897e-05,0.0003035899511726162,0.00026563064355038723
lighted,3.795930762222897e-05,0.0003035899511726162,0.00026563064355038723
seemed,7.591861524445795e-05,0.0003415386950691932,0.00026562007982473525
larger,7.591861524445795e-05,0.0003415386950691932,0.00026562007982473525
particular,0.00011387792286668691,0.0003794874389657702,0.0002656095160990833
road,0.00011387792286668691,0.0003794874389657702,0.0002656095160990833
several,0.00011387792286668691,0.0003794874389657702,0.0002656095160990833
sure,0.0001518372304889159,0.00041743618286234726,0.00026559895237343134
heard,0.0003036744609778318,0.0005692311584486554,0.00026555669747082357
told,0.00034163376860006075,0.0006071799023452324,0.00026554613374517164
general,0.00034163376860006075,0.0006071799023452324,0.00026554613374517164
used,0.0006453082295778925,0.0009107698535178486,0.00026546162393995606
even,0.0017081688430003036,0.001973334682622005,0.0002651658396217015
according,0.0004934709990889766,0.00024034204467832115,0.0002531289544106554
received,0.00045551169146674765,0.00020239330078174411,0.00025311839068500354
deal,0.00045551169146674765,0.00020239330078174411,0.00025311839068500354
rüstem,0.0,0.00025299162597718013,0.00025299162597718013
kiat,0.0,0.00025299162597718013,0.00025299162597718013
terrace,0.0,0.00025299162597718013,0.00025299162597718013
entrance,0.0,0.00025299162597718013,0.00025299162597718013
358,0.0,0.00025299162597718013,0.00025299162597718013
palæologus,0.0,0.00025299162597718013,0.00025299162597718013
thrace,0.0,0.00025299162597718013,0.00025299162597718013
candles,0.0,0.00025299162597718013,0.00025299162597718013
arab,0.0,0.00025299162597718013,0.00025299162597718013
marched,0.0,0.00025299162597718013,0.00025299162597718013
plane,0.0,0.00025299162597718013,0.00025299162597718013
hissar,0.0,0.00025299162597718013,0.00025299162597718013
tree,3.795930762222897e-05,0.00029094036987375717,0.0002529810622515282
middle,3.795930762222897e-05,0.00029094036987375717,0.0002529810622515282
outer,3.795930762222897e-05,0.00029094036987375717,0.0002529810622515282
157,3.795930762222897e-05,0.00029094036987375717,0.0002529810622515282
emperors,3.795930762222897e-05,0.00029094036987375717,0.0002529810622515282
forty,7.591861524445795e-05,0.0003288891137703342,0.00025297049852587627
visible,7.591861524445795e-05,0.0003288891137703342,0.00025297049852587627
particularly,7.591861524445795e-05,0.0003288891137703342,0.00025297049852587627
sit,7.591861524445795e-05,0.0003288891137703342,0.00025297049852587627
painted,7.591861524445795e-05,0.0003288891137703342,0.00025297049852587627
lines,0.00011387792286668691,0.00036683785766691124,0.00025295993480022434
hardly,0.00011387792286668691,0.00036683785766691124,0.00025295993480022434
quite,0.0003795930762222897,0.0006324790649429504,0.00025288598872066063
matter,0.0004175523838445187,0.0006704278088395274,0.0002528754249950087
gave,0.0007971454600668084,0.0005565815771497964,0.00024056388291701202
really,0.0005693896143334346,0.0003288891137703342,0.0002405005005631004
ambassador,0.0,0.00024034204467832115,0.00024034204467832115
206,0.0,0.00024034204467832115,0.00024034204467832115
160,0.0,0.00024034204467832115,0.00024034204467832115
142,0.0,0.00024034204467832115,0.00024034204467832115
suburb,0.0,0.00024034204467832115,0.00024034204467832115
quay,0.0,0.00024034204467832115,0.00024034204467832115
158,0.0,0.00024034204467832115,0.00024034204467832115
generally,0.0,0.00024034204467832115,0.00024034204467832115
site,0.0,0.00024034204467832115,0.00024034204467832115
carrying,0.0,0.00024034204467832115,0.00024034204467832115
refugees,0.0,0.00024034204467832115,0.00024034204467832115
1912,0.0,0.00024034204467832115,0.00024034204467832115
station,0.0,0.00024034204467832115,0.00024034204467832115
renaissance,0.0,0.00024034204467832115,0.00024034204467832115
impressionist,0.0,0.00024034204467832115,0.00024034204467832115
mecca,0.0,0.00024034204467832115,0.00024034204467832115
panels,0.0,0.00024034204467832115,0.00024034204467832115
existed,0.0,0.00024034204467832115,0.00024034204467832115
_baïram_,0.0,0.00024034204467832115,0.00024034204467832115
york,3.795930762222897e-05,0.0002782907885748982,0.00024033148095266922
stopped,3.795930762222897e-05,0.0002782907885748982,0.00024033148095266922
steps,3.795930762222897e-05,0.0002782907885748982,0.00024033148095266922
fire,7.591861524445795e-05,0.0003162395324714752,0.00024032091722701724
along,0.00011387792286668691,0.0003541882763680522,0.00024031035350136531
letters,0.00011387792286668691,0.0003541882763680522,0.00024031035350136531
possible,0.0001518372304889159,0.00039213702026462925,0.00024029978977571336
save,0.0001518372304889159,0.00039213702026462925,0.00024029978977571336
turned,0.00022775584573337383,0.0004680345080577833,0.00024027866232440945
either,0.00022775584573337383,0.0004680345080577833,0.00024027866232440945
language,0.0004175523838445187,0.0001897437194828851,0.00022780866436163358
200,0.0,0.00022769246337946215,0.00022769246337946215
venetians,0.0,0.00022769246337946215,0.00022769246337946215
159,0.0,0.00022769246337946215,0.00022769246337946215
245,0.0,0.00022769246337946215,0.00022769246337946215
osman,0.0,0.00022769246337946215,0.00022769246337946215
107,0.0,0.00022769246337946215,0.00022769246337946215
152,0.0,0.00022769246337946215,0.00022769246337946215
officers,0.0,0.00022769246337946215,0.00022769246337946215
albanian,0.0,0.00022769246337946215,0.00022769246337946215
seraï,0.0,0.00022769246337946215,0.00022769246337946215
friday,0.0,0.00022769246337946215,0.00022769246337946215
grille,0.0,0.00022769246337946215,0.00022769246337946215
tiled,0.0,0.00022769246337946215,0.00022769246337946215
smaller,0.0,0.00022769246337946215,0.00022769246337946215
presently,0.0,0.00022769246337946215,0.00022769246337946215
150,0.0,0.00022769246337946215,0.00022769246337946215
joachim,0.0,0.00022769246337946215,0.00022769246337946215
_türbeh_,0.0,0.00022769246337946215,0.00022769246337946215
ambassadors,0.0,0.00022769246337946215,0.00022769246337946215
bulgarians,0.0,0.00022769246337946215,0.00022769246337946215
splendour,0.0,0.00022769246337946215,0.00022769246337946215
mosaics,0.0,0.00022769246337946215,0.00022769246337946215
camp,3.795930762222897e-05,0.00026564120727603916,0.0002276818996538102
partly,3.795930762222897e-05,0.00026564120727603916,0.0002276818996538102
central,3.795930762222897e-05,0.00026564120727603916,0.0002276818996538102
piece,7.591861524445795e-05,0.0003035899511726162,0.00022767133592815827
allowed,7.591861524445795e-05,0.0003035899511726162,0.00022767133592815827
covered,7.591861524445795e-05,0.0003035899511726162,0.00022767133592815827
v,0.00011387792286668691,0.0003415386950691932,0.00022766077220250628
regard,0.00011387792286668691,0.0003415386950691932,0.00022766077220250628
six,0.0001518372304889159,0.0003794874389657702,0.00022765020847685433
lived,0.00022775584573337383,0.0004553849267589243,0.00022762908102555047
holy,0.0005693896143334346,0.0007969236218281175,0.00022753400749468287
others,0.0006073489219556636,0.0008348723657246945,0.00022752344376903095
asked,0.0006453082295778925,0.0004300857641612063,0.00021522246541668625
learn,0.00045551169146674765,0.00024034204467832115,0.0002151696467884265
kassîm,0.0,0.00021504288208060315,0.00021504288208060315
salonica,0.0,0.00021504288208060315,0.00021504288208060315
55,0.0,0.00021504288208060315,0.00021504288208060315
rugs,0.0,0.00021504288208060315,0.00021504288208060315
173,0.0,0.00021504288208060315,0.00021504288208060315
embroidered,0.0,0.00021504288208060315,0.00021504288208060315
inner,0.0,0.00021504288208060315,0.00021504288208060315
171,0.0,0.00021504288208060315,0.00021504288208060315
feast,0.0,0.00021504288208060315,0.00021504288208060315
vicinity,0.0,0.00021504288208060315,0.00021504288208060315
tent,0.0,0.00021504288208060315,0.00021504288208060315
172,0.0,0.00021504288208060315,0.00021504288208060315
niche,0.0,0.00021504288208060315,0.00021504288208060315
161,0.0,0.00021504288208060315,0.00021504288208060315
architectural,0.0,0.00021504288208060315,0.00021504288208060315
structure,0.0,0.00021504288208060315,0.00021504288208060315
graves,0.0,0.00021504288208060315,0.00021504288208060315
horses,0.0,0.00021504288208060315,0.00021504288208060315
502,0.0,0.00021504288208060315,0.00021504288208060315
132,0.0,0.00021504288208060315,0.00021504288208060315
succeeded,0.0,0.00021504288208060315,0.00021504288208060315
tombs,0.0,0.00021504288208060315,0.00021504288208060315
48,0.0,0.00021504288208060315,0.00021504288208060315
kyöprülü,0.0,0.00021504288208060315,0.00021504288208060315
system,0.0,0.00021504288208060315,0.00021504288208060315
april,0.0,0.00021504288208060315,0.00021504288208060315
fez,0.0,0.00021504288208060315,0.00021504288208060315
foundations,0.0,0.00021504288208060315,0.00021504288208060315
chatalja,0.0,0.00021504288208060315,0.00021504288208060315
mohammed,0.0,0.00021504288208060315,0.00021504288208060315
caravan,0.0,0.00021504288208060315,0.00021504288208060315
goes,3.795930762222897e-05,0.00025299162597718013,0.00021503231835495116
paris,3.795930762222897e-05,0.00025299162597718013,0.00021503231835495116
fine,3.795930762222897e-05,0.00025299162597718013,0.00021503231835495116
attempt,3.795930762222897e-05,0.00025299162597718013,0.00021503231835495116
mary,7.591861524445795e-05,0.00029094036987375717,0.00021502175462929923
ones,7.591861524445795e-05,0.00029094036987375717,0.00021502175462929923
valley,7.591861524445795e-05,0.00029094036987375717,0.00021502175462929923
ways,0.00011387792286668691,0.0003288891137703342,0.0002150111909036473
roman,0.0001518372304889159,0.00036683785766691124,0.00021500062717799535
law,0.0006073489219556636,0.00040478660156348823,0.00020256232039217534
become,0.0005314303067112056,0.0003288891137703342,0.00020254119294087143
cannon,0.0,0.00020239330078174411,0.00020239330078174411
182,0.0,0.00020239330078174411,0.00020239330078174411
military,0.0,0.00020239330078174411,0.00020239330078174411
251,0.0,0.00020239330078174411,0.00020239330078174411
played,0.0,0.00020239330078174411,0.00020239330078174411
burned,0.0,0.00020239330078174411,0.00020239330078174411
sunset,0.0,0.00020239330078174411,0.00020239330078174411
mistress,0.0,0.00020239330078174411,0.00020239330078174411
avenue,0.0,0.00020239330078174411,0.00020239330078174411
255,0.0,0.00020239330078174411,0.00020239330078174411
259,0.0,0.00020239330078174411,0.00020239330078174411
carved,0.0,0.00020239330078174411,0.00020239330078174411
258,0.0,0.00020239330078174411,0.00020239330078174411
shemsi,0.0,0.00020239330078174411,0.00020239330078174411
arches,0.0,0.00020239330078174411,0.00020239330078174411
influence,0.0,0.00020239330078174411,0.00020239330078174411
robes,0.0,0.00020239330078174411,0.00020239330078174411
grande,0.0,0.00020239330078174411,0.00020239330078174411
balkan,0.0,0.00020239330078174411,0.00020239330078174411
headquarters,0.0,0.00020239330078174411,0.00020239330078174411
cypress,0.0,0.00020239330078174411,0.00020239330078174411
arsenal,0.0,0.00020239330078174411,0.00020239330078174411
la,0.0,0.00020239330078174411,0.00020239330078174411
villages,0.0,0.00020239330078174411,0.00020239330078174411
waited,0.0,0.00020239330078174411,0.00020239330078174411
zadeh,0.0,0.00020239330078174411,0.00020239330078174411
170,0.0,0.00020239330078174411,0.00020239330078174411
ran,0.0,0.00020239330078174411,0.00020239330078174411
166,0.0,0.00020239330078174411,0.00020239330078174411
thirty,3.795930762222897e-05,0.00024034204467832115,0.00020238273705609219
lower,3.795930762222897e-05,0.00024034204467832115,0.00020238273705609219
quaint,3.795930762222897e-05,0.00024034204467832115,0.00020238273705609219
member,3.795930762222897e-05,0.00024034204467832115,0.00020238273705609219
buildings,3.795930762222897e-05,0.00024034204467832115,0.00020238273705609219
group,3.795930762222897e-05,0.00024034204467832115,0.00020238273705609219
quarters,7.591861524445795e-05,0.0002782907885748982,0.00020237217333044026
natural,7.591861524445795e-05,0.0002782907885748982,0.00020237217333044026
nearer,0.00011387792286668691,0.0003162395324714752,0.00020236160960478828
grave,0.00011387792286668691,0.0003162395324714752,0.00020236160960478828
friends,0.00011387792286668691,0.0003162395324714752,0.00020236160960478828
rest,0.00018979653811114486,0.00039213702026462925,0.0002023404821534844
sent,0.00018979653811114486,0.00039213702026462925,0.0002023404821534844
eyes,0.00022775584573337383,0.0004300857641612063,0.00020232991842783246
lost,0.0006453082295778925,0.0004553849267589243,0.00018992330281896824
master,0.0005314303067112056,0.0003415386950691932,0.00018989161164201246
sense,0.0004934709990889766,0.0003035899511726162,0.00018988104791636037
blessing,0.0003795930762222897,0.0001897437194828851,0.0001898493567394046
felt,0.0003795930762222897,0.0001897437194828851,0.0001898493567394046
popular,0.0003795930762222897,0.0001897437194828851,0.0001898493567394046
fast,0.0,0.0001897437194828851,0.0001897437194828851
238,0.0,0.0001897437194828851,0.0001897437194828851
shops,0.0,0.0001897437194828851,0.0001897437194828851
163,0.0,0.0001897437194828851,0.0001897437194828851
caps,0.0,0.0001897437194828851,0.0001897437194828851
sign,0.0,0.0001897437194828851,0.0001897437194828851
firing,0.0,0.0001897437194828851,0.0001897437194828851
park,0.0,0.0001897437194828851,0.0001897437194828851
lanterns,0.0,0.0001897437194828851,0.0001897437194828851
population,0.0,0.0001897437194828851,0.0001897437194828851
bulgarian,0.0,0.0001897437194828851,0.0001897437194828851
historic,0.0,0.0001897437194828851,0.0001897437194828851
restored,0.0,0.0001897437194828851,0.0001897437194828851
drove,0.0,0.0001897437194828851,0.0001897437194828851
bronze,0.0,0.0001897437194828851,0.0001897437194828851
87,0.0,0.0001897437194828851,0.0001897437194828851
visited,0.0,0.0001897437194828851,0.0001897437194828851
belonged,0.0,0.0001897437194828851,0.0001897437194828851
369,0.0,0.0001897437194828851,0.0001897437194828851
61,0.0,0.0001897437194828851,0.0001897437194828851
347,0.0,0.0001897437194828851,0.0001897437194828851
332,0.0,0.0001897437194828851,0.0001897437194828851
belongs,0.0,0.0001897437194828851,0.0001897437194828851
double,0.0,0.0001897437194828851,0.0001897437194828851
somewhat,0.0,0.0001897437194828851,0.0001897437194828851
proportion,0.0,0.0001897437194828851,0.0001897437194828851
pipe,0.0,0.0001897437194828851,0.0001897437194828851
phanar,0.0,0.0001897437194828851,0.0001897437194828851
rarely,0.0,0.0001897437194828851,0.0001897437194828851
azap,0.0,0.0001897437194828851,0.0001897437194828851
therapia,0.0,0.0001897437194828851,0.0001897437194828851
wondered,0.0,0.0001897437194828851,0.0001897437194828851
fires,0.0,0.0001897437194828851,0.0001897437194828851
_shadrîvan_,0.0,0.0001897437194828851,0.0001897437194828851
appeared,0.0,0.0001897437194828851,0.0001897437194828851
captured,0.0,0.0001897437194828851,0.0001897437194828851
constitution,3.795930762222897e-05,0.00022769246337946215,0.00018973315575723318
usually,3.795930762222897e-05,0.00022769246337946215,0.00018973315575723318
soldier,3.795930762222897e-05,0.00022769246337946215,0.00018973315575723318
128,3.795930762222897e-05,0.00022769246337946215,0.00018973315575723318
notable,3.795930762222897e-05,0.00022769246337946215,0.00018973315575723318
arms,3.795930762222897e-05,0.00022769246337946215,0.00018973315575723318
origin,7.591861524445795e-05,0.00026564120727603916,0.00018972259203158123
example,7.591861524445795e-05,0.00026564120727603916,0.00018972259203158123
edge,0.00011387792286668691,0.0003035899511726162,0.0001897120283059293
dead,0.00018979653811114486,0.0003794874389657702,0.00018969090085462536
person,0.0002657151533556028,0.0004553849267589243,0.00018966977340332148
throne,0.00045551169146674765,0.0006451286462418094,0.00018961695477506178
kind,0.0005314303067112056,0.0007210261340349634,0.00018959582732375776
make,0.0020877619192225935,0.0019100867761277101,0.00017767514309488335
yet,0.001176738536289098,0.0009993169226098616,0.00017742161367923642
moreover,0.0,0.0001770941381840261,0.0001770941381840261
write,0.0,0.0001770941381840261,0.0001770941381840261
yards,0.0,0.0001770941381840261,0.0001770941381840261
handsome,3.795930762222897e-05,0.00021504288208060315,0.00017708357445837418
play,3.795930762222897e-05,0.00021504288208060315,0.00017708357445837418
mediæval,3.795930762222897e-05,0.00021504288208060315,0.00017708357445837418
russian,3.795930762222897e-05,0.00021504288208060315,0.00017708357445837418
michael,7.591861524445795e-05,0.00025299162597718013,0.0001770730107327222
winter,7.591861524445795e-05,0.00025299162597718013,0.0001770730107327222
visit,7.591861524445795e-05,0.00025299162597718013,0.0001770730107327222
latin,0.00011387792286668691,0.00029094036987375717,0.00017706244700707027
filled,0.00011387792286668691,0.00029094036987375717,0.00017706244700707027
grey,0.0001518372304889159,0.0003288891137703342,0.0001770518832814183
pointed,0.00018979653811114486,0.00036683785766691124,0.00017704131955576638
kept,0.00022775584573337383,0.00040478660156348823,0.0001770307558301144
doubt,0.0002657151533556028,0.00044273534546006527,0.00017702019210446245
common,0.0006832675372001215,0.0005186328332532193,0.00016463470394690216
sword,0.0003795930762222897,0.00021504288208060315,0.00016455019414168657
rich,0.0003795930762222897,0.00021504288208060315,0.00016455019414168657
friend,0.0003795930762222897,0.00021504288208060315,0.00016455019414168657
information,0.00034163376860006075,0.0001770941381840261,0.00016453963041603465
train,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
faces,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
princes,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
dignity,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
fruit,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
countries,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
belong,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
local,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
instance,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
gentleman,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
native,3.795930762222897e-05,0.00020239330078174411,0.00016443399315951515
variety,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
discovered,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
south,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
afternoon,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
north,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
detail,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
chiefly,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
season,7.591861524445795e-05,0.00024034204467832115,0.00016442342943386322
narrow,0.00011387792286668691,0.0002782907885748982,0.0001644128657082113
sound,0.00011387792286668691,0.0002782907885748982,0.0001644128657082113
crowd,0.00011387792286668691,0.0002782907885748982,0.0001644128657082113
held,0.0001518372304889159,0.0003162395324714752,0.00016440230198255928
important,0.0002657151533556028,0.0004300857641612063,0.00016437061080560347
neither,0.0002657151533556028,0.0004300857641612063,0.00016437061080560347
making,0.0003036744609778318,0.0004680345080577833,0.0001643600470799515
honour,0.00034163376860006075,0.0005059832519543603,0.0001643494833542995
thing,0.0003795930762222897,0.0005439319958509373,0.00016433891962864758
woman,0.00034163376860006075,0.0001897437194828851,0.00015189004911717564
trouble,0.00034163376860006075,0.0001897437194828851,0.00015189004911717564
clean,0.00034163376860006075,0.0001897437194828851,0.00015189004911717564
learned,0.00034163376860006075,0.0001897437194828851,0.00015189004911717564
curious,3.795930762222897e-05,0.0001897437194828851,0.00015178441186065614
happen,3.795930762222897e-05,0.0001897437194828851,0.00015178441186065614
suddenly,3.795930762222897e-05,0.0001897437194828851,0.00015178441186065614
accompanied,3.795930762222897e-05,0.0001897437194828851,0.00015178441186065614
presented,3.795930762222897e-05,0.0001897437194828851,0.00015178441186065614
wear,3.795930762222897e-05,0.0001897437194828851,0.00015178441186065614
figures,3.795930762222897e-05,0.0001897437194828851,0.00015178441186065614
1909,7.591861524445795e-05,0.00022769246337946215,0.0001517738481350042
naturally,7.591861524445795e-05,0.00022769246337946215,0.0001517738481350042
office,7.591861524445795e-05,0.00022769246337946215,0.0001517738481350042
containing,7.591861524445795e-05,0.00022769246337946215,0.0001517738481350042
bare,7.591861524445795e-05,0.00022769246337946215,0.0001517738481350042
decorated,0.00011387792286668691,0.00026564120727603916,0.00015176328440935226
died,0.00011387792286668691,0.00026564120727603916,0.00015176328440935226
priests,0.0001518372304889159,0.0003035899511726162,0.0001517527206837003
battle,0.0001518372304889159,0.0003035899511726162,0.0001517527206837003
taking,0.0001518372304889159,0.0003035899511726162,0.0001517527206837003
contain,0.00018979653811114486,0.0003415386950691932,0.00015174215695804832
next,0.00022775584573337383,0.0003794874389657702,0.0001517315932323964
race,0.00022775584573337383,0.0003794874389657702,0.0001517315932323964
nevertheless,0.0002657151533556028,0.00041743618286234726,0.00015172102950674444
women,0.0003795930762222897,0.0005312824145520783,0.0001516893383297886
modern,0.0005693896143334346,0.0007210261340349634,0.0001516365197015288
government,7.591861524445795e-05,0.00021504288208060315,0.0001391242668361452
boys,7.591861524445795e-05,0.00021504288208060315,0.0001391242668361452
christians,7.591861524445795e-05,0.00021504288208060315,0.0001391242668361452
grew,7.591861524445795e-05,0.00021504288208060315,0.0001391242668361452
ship,0.00011387792286668691,0.00025299162597718013,0.00013911370311049323
stones,0.00011387792286668691,0.00025299162597718013,0.00013911370311049323
added,0.00011387792286668691,0.00025299162597718013,0.00013911370311049323
date,0.0001518372304889159,0.00029094036987375717,0.00013910313938484127
buried,0.0001518372304889159,0.00029094036987375717,0.00013910313938484127
lies,0.0002657151533556028,0.00040478660156348823,0.0001390714482078854
something,0.0007591861524445794,0.0008981202722189895,0.00013893411977441007
nothing,0.0012146978439113271,0.0010878639917018746,0.00012683385220945255
often,0.0009489826905557243,0.0008222227844258355,0.00012675990612988873
get,0.0005693896143334346,0.00044273534546006527,0.00012665426887336934
design,7.591861524445795e-05,0.00020239330078174411,0.00012647468553728618
hills,7.591861524445795e-05,0.00020239330078174411,0.00012647468553728618
got,7.591861524445795e-05,0.00020239330078174411,0.00012647468553728618
fashion,7.591861524445795e-05,0.00020239330078174411,0.00012647468553728618
moon,7.591861524445795e-05,0.00020239330078174411,0.00012647468553728618
lack,7.591861524445795e-05,0.00020239330078174411,0.00012647468553728618
legend,0.00011387792286668691,0.00024034204467832115,0.00012646412181163425
private,0.00011387792286668691,0.00024034204467832115,0.00012646412181163425
nights,0.00011387792286668691,0.00024034204467832115,0.00012646412181163425
field,0.00011387792286668691,0.00024034204467832115,0.00012646412181163425
leave,0.00011387792286668691,0.00024034204467832115,0.00012646412181163425
taste,0.00011387792286668691,0.00024034204467832115,0.00012646412181163425
greatest,0.0001518372304889159,0.0002782907885748982,0.0001264535580859823
week,0.0001518372304889159,0.0002782907885748982,0.0001264535580859823
hour,0.0001518372304889159,0.0002782907885748982,0.0001264535580859823
remain,0.0001518372304889159,0.0002782907885748982,0.0001264535580859823
hours,0.00022775584573337383,0.0003541882763680522,0.0001264324306346784
beyond,0.00022775584573337383,0.0003541882763680522,0.0001264324306346784
thousand,0.0003036744609778318,0.0004300857641612063,0.0001264113031833745
present,0.00034163376860006075,0.0004680345080577833,0.00012640073945772252
except,0.00034163376860006075,0.0004680345080577833,0.00012640073945772252
sacred,0.00045551169146674765,0.0005818807397475143,0.00012636904828076668
george,0.0004175523838445187,0.0003035899511726162,0.00011396243267190249
manner,0.0003036744609778318,0.0001897437194828851,0.00011393074149494668
blood,0.0003036744609778318,0.0001897437194828851,0.00011393074149494668
charge,0.0003036744609778318,0.0001897437194828851,0.00011393074149494668
flag,7.591861524445795e-05,0.0001897437194828851,0.00011382510423842716
run,0.00011387792286668691,0.00022769246337946215,0.00011381454051277524
reign,0.00011387792286668691,0.00022769246337946215,0.00011381454051277524
inclined,0.00011387792286668691,0.00022769246337946215,0.00011381454051277524
lying,0.00011387792286668691,0.00022769246337946215,0.00011381454051277524
parts,0.0001518372304889159,0.00026564120727603916,0.00011380397678712327
majesty,0.0001518372304889159,0.00026564120727603916,0.00011380397678712327
ten,0.00018979653811114486,0.0003035899511726162,0.00011379341306147134
favourite,0.00018979653811114486,0.0003035899511726162,0.00011379341306147134
anything,0.0003795930762222897,0.0004933336706555013,0.00011374059443321156
better,0.0006453082295778925,0.0005439319958509373,0.00010137623372695524
names,0.0004934709990889766,0.00039213702026462925,0.00010133397882434731
attention,0.0003795930762222897,0.0002782907885748982,0.00010130228764739153
clear,0.0003036744609778318,0.00020239330078174411,0.00010128116019608767
charming,0.00011387792286668691,0.00021504288208060315,0.00010116495921391623
eight,0.00011387792286668691,0.00021504288208060315,0.00010116495921391623
importance,0.00011387792286668691,0.00021504288208060315,0.00010116495921391623
opened,0.00011387792286668691,0.00021504288208060315,0.00010116495921391623
soon,0.00011387792286668691,0.00021504288208060315,0.00010116495921391623
scarcely,0.00011387792286668691,0.00021504288208060315,0.00010116495921391623
hall,0.00011387792286668691,0.00021504288208060315,0.00010116495921391623
marked,0.0001518372304889159,0.00025299162597718013,0.00010115439548826424
height,0.0001518372304889159,0.00025299162597718013,0.00010115439548826424
seven,0.00018979653811114486,0.00029094036987375717,0.00010114383176261231
met,0.00018979653811114486,0.00029094036987375717,0.00010114383176261231
history,0.00045551169146674765,0.0005565815771497964,0.00010106988568304873
take,0.0008730640753112663,0.0009740177600121436,0.00010095368470087725
form,0.0007212268448223505,0.0006324790649429504,8.874777987940012e-05
mother,0.0006073489219556636,0.0005186328332532193,8.871608870244423e-05
within,0.0005693896143334346,0.0004806840893566423,8.87055249767923e-05
whole,0.0005693896143334346,0.0004806840893566423,8.87055249767923e-05
happy,0.0004175523838445187,0.0003288891137703342,8.866327007418448e-05
